village,ndvi,evi,ndwi,target_soc
Dholka_Village_North,0.2414893014987394,1.0471020671734514,-0.014098072081114755,14.2
Bavla_Agricultural_East,0.1992749895794949,1.220332743164326,0.028702222541147165,12.8
Koth_Village_Fields,0.23516786699625938,0.9993588721020744,0.013184022467723945,16.1
Rupal_Village_South,0.2848543823165701,1.274238455437734,0.044200659868057074,13.5
